"GEO_ID","NAME","B01003_001E","B01003_001M",
"860Z200US11755","ZCTA5 11755","12144","500",
"860Z200US11756","ZCTA5 11756","42665","2190",
"860Z200US11757","ZCTA5 11757","44413","1402",
"860Z200US11758","ZCTA5 11758","54375","2201",
"860Z200US11762","ZCTA5 11762","22487","571",
"860Z200US11763","ZCTA5 11763","29973","2609",
"860Z200US11764","ZCTA5 11764","12551","1483",
"860Z200US11765","ZCTA5 11765","683","143",
"860Z200US11766","ZCTA5 11766","10750","1200",
"860Z200US11767","ZCTA5 11767","14964","1363",
"860Z200US11768","ZCTA5 11768","22030","1182",
"860Z200US11769","ZCTA5 11769","8935","1023",
"860Z200US11770","ZCTA5 11770","77","62",
"860Z200US11771","ZCTA5 11771","10908","1226",
"860Z200US11772","ZCTA5 11772","45023","2061",
"860Z200US11776","ZCTA5 11776","22808","1924",
"860Z200US11777","ZCTA5 11777","9396","330",
"860Z200US11778","ZCTA5 11778","12390","1297",
"860Z200US11779","ZCTA5 11779","38206","2145",
"860Z200US11780","ZCTA5 11780","15018","960",
"860Z200US11782","ZCTA5 11782","14405","1193",
"860Z200US11783","ZCTA5 11783","21127","1436",
"860Z200US11784","ZCTA5 11784","26244","1687",
"860Z200US11786","ZCTA5 11786","6459","1001",
"860Z200US11787","ZCTA5 11787","34499","1736",
"860Z200US11788","ZCTA5 11788","17374","987",
"860Z200US11789","ZCTA5 11789","7369","1090",
"860Z200US11790","ZCTA5 11790","21074","1184",
"860Z200US11791","ZCTA5 11791","25520","1521",
"860Z200US11792","ZCTA5 11792","8904","877",
"860Z200US11793","ZCTA5 11793","32349","1668",
"860Z200US11794","ZCTA5 11794","831","338",
"860Z200US11795","ZCTA5 11795","25379","1841",
"860Z200US11796","ZCTA5 11796","3560","499",
"860Z200US11797","ZCTA5 11797","9402","832",
"860Z200US11801","ZCTA5 11801","41585","2015",
"860Z200US11803","ZCTA5 11803","29713","1566",
"860Z200US11804","ZCTA5 11804","4835","643",
"860Z200US11901","ZCTA5 11901","33091","1383",
"860Z200US11930","ZCTA5 11930","842","189",
"860Z200US11931","ZCTA5 11931","27","41",
"860Z200US11932","ZCTA5 11932","725","290",
"860Z200US11933","ZCTA5 11933","6693","799",
"860Z200US11934","ZCTA5 11934","9418","1139",
"860Z200US11935","ZCTA5 11935","2863","425",
"860Z200US11937","ZCTA5 11937","21882","1055",
"860Z200US11939","ZCTA5 11939","1331","335",
"860Z200US11940","ZCTA5 11940","5819","614",
"860Z200US11941","ZCTA5 11941","2814","522",
"860Z200US11942","ZCTA5 11942","5406","916",
"860Z200US11944","ZCTA5 11944","5037","522",
"860Z200US11946","ZCTA5 11946","15819","1579",
"860Z200US11947","ZCTA5 11947","148","148",
"860Z200US11948","ZCTA5 11948","924","326",
"860Z200US11949","ZCTA5 11949","14563","1254",
"860Z200US11950","ZCTA5 11950","17599","1523",
"860Z200US11951","ZCTA5 11951","15938","1963",
"860Z200US11952","ZCTA5 11952","5040","852",
"860Z200US11953","ZCTA5 11953","12846","1182",
"860Z200US11954","ZCTA5 11954","4223","883",
"860Z200US11955","ZCTA5 11955","2458","225",
"860Z200US11956","ZCTA5 11956","298","158",
"860Z200US11957","ZCTA5 11957","1121","262",
"860Z200US11958","ZCTA5 11958","884","235",
"860Z200US11959","ZCTA5 11959","734","312",
"860Z200US11960","ZCTA5 11960","830","310",
"860Z200US11961","ZCTA5 11961","12315","1346",
"860Z200US11962","ZCTA5 11962","712","311",
"860Z200US11963","ZCTA5 11963","8390","1066",
"860Z200US11964","ZCTA5 11964","2906","564",
"860Z200US11965","ZCTA5 11965","404","278",
"860Z200US11967","ZCTA5 11967","27975","2442",
"860Z200US11968","ZCTA5 11968","15312","1541",
"860Z200US11970","ZCTA5 11970","416","336",
"860Z200US11971","ZCTA5 11971","6361","781",
"860Z200US11972","ZCTA5 11972","334","280",
"860Z200US11973","ZCTA5 11973","48","10",
"860Z200US11975","ZCTA5 11975","450","170",
"860Z200US11976","ZCTA5 11976","2952","637",
"860Z200US11977","ZCTA5 11977","2843","793",
"860Z200US11978","ZCTA5 11978","4705","676",
"860Z200US11980","ZCTA5 11980","5855","889",
"860Z200US12007","ZCTA5 12007","331","193",
"860Z200US12008","ZCTA5 12008","422","249",
"860Z200US12009","ZCTA5 12009","7934","567",
"860Z200US12010","ZCTA5 12010","27750","879",
"860Z200US12015","ZCTA5 12015","3852","358",
"860Z200US12017","ZCTA5 12017","471","151",
"860Z200US12018","ZCTA5 12018","7422","875",
"860Z200US12019","ZCTA5 12019","15555","1006",
"860Z200US12020","ZCTA5 12020","34937","1071",
"860Z200US12022","ZCTA5 12022","1120","276",
"860Z200US12023","ZCTA5 12023","1791","404",
"860Z200US12024","ZCTA5 12024","78","50",
"860Z200US12025","ZCTA5 12025","5244","296",
"860Z200US12027","ZCTA5 12027","4693","721",
"860Z200US12028","ZCTA5 12028","1557","449",
"860Z200US12029","ZCTA5 12029","1069","153",
"860Z200US12031","ZCTA5 12031","120","55",
"860Z200US12032","ZCTA5 12032","662","166",
"860Z200US12033","ZCTA5 12033","7932","720",
"860Z200US12035","ZCTA5 12035","566","153",
"860Z200US12036","ZCTA5 12036","223","131",
"860Z200US12037","ZCTA5 12037","3926","522",
"860Z200US12040","ZCTA5 12040","27","22",
"860Z200US12041","ZCTA5 12041","468","187",
"860Z200US12042","ZCTA5 12042","280","288",
"860Z200US12043","ZCTA5 12043","8287","448",
"860Z200US12045","ZCTA5 12045","207","189",
"860Z200US12046","ZCTA5 12046","358","173",
"860Z200US12047","ZCTA5 12047","23532","831",
"860Z200US12051","ZCTA5 12051","5876","447",
"860Z200US12052","ZCTA5 12052","1915","594",
"860Z200US12053","ZCTA5 12053","4550","611",
"860Z200US12054","ZCTA5 12054","17436","1059",
"860Z200US12056","ZCTA5 12056","1695","360",
"860Z200US12057","ZCTA5 12057","1789","488",
"860Z200US12058","ZCTA5 12058","1220","335",
"860Z200US12059","ZCTA5 12059","1530","280",
"860Z200US12060","ZCTA5 12060","1859","376",
"860Z200US12061","ZCTA5 12061","9854","713",
"860Z200US12062","ZCTA5 12062","1650","317",
"860Z200US12063","ZCTA5 12063","665","342",
"860Z200US12064","ZCTA5 12064","342","148",
"860Z200US12065","ZCTA5 12065","45116","1161",
"860Z200US12066","ZCTA5 12066","1863","275",
"860Z200US12067","ZCTA5 12067","1165","339",
"860Z200US12068","ZCTA5 12068","2503","285",
"860Z200US12069","ZCTA5 12069","425","315",
"860Z200US12070","ZCTA5 12070","2011","577",
"860Z200US12071","ZCTA5 12071","283","84",
"860Z200US12072","ZCTA5 12072","2882","302",
"860Z200US12074","ZCTA5 12074","2848","416",
"860Z200US12075","ZCTA5 12075","3248","438",
"860Z200US12076","ZCTA5 12076","1549","188",
"860Z200US12077","ZCTA5 12077","7017","687",
"860Z200US12078","ZCTA5 12078","22589","687",
"860Z200US12082","ZCTA5 12082","2","3",
"860Z200US12083","ZCTA5 12083","3844","597",
"860Z200US12084","ZCTA5 12084","5328","589",
"860Z200US12085","ZCTA5 12085","357","140",
"860Z200US12086","ZCTA5 12086","1587","378",
"860Z200US12087","ZCTA5 12087","1584","383",
"860Z200US12090","ZCTA5 12090","5482","505",
"860Z200US12092","ZCTA5 12092","1208","352",
"860Z200US12093","ZCTA5 12093","1276","221",
"860Z200US12094","ZCTA5 12094","2656","515",
"860Z200US12095","ZCTA5 12095","12391","548",
"860Z200US12106","ZCTA5 12106","1864","259",
"860Z200US12108","ZCTA5 12108","350","82",
"860Z200US12110","ZCTA5 12110","20081","1173",
"860Z200US12115","ZCTA5 12115","60","43",
"860Z200US12116","ZCTA5 12116","1787","266",
"860Z200US12117","ZCTA5 12117","2871","346",
"860Z200US12118","ZCTA5 12118","17069","1114",
"860Z200US12120","ZCTA5 12120","600","144",
"860Z200US12121","ZCTA5 12121","2280","719",
"860Z200US12122","ZCTA5 12122","3596","396",
"860Z200US12123","ZCTA5 12123","4457","610",
"860Z200US12124","ZCTA5 12124","298","161",
"860Z200US12125","ZCTA5 12125","1141","202",
"860Z200US12130","ZCTA5 12130","233","155",
"860Z200US12131","ZCTA5 12131","183","60",
"860Z200US12132","ZCTA5 12132","111","121",
"860Z200US12134","ZCTA5 12134","3846","350",
"860Z200US12136","ZCTA5 12136","1043","238",
"860Z200US12137","ZCTA5 12137","2077","558",
"860Z200US12138","ZCTA5 12138","2695","276",
"860Z200US12139","ZCTA5 12139","227","64",
"860Z200US12140","ZCTA5 12140","1512","295",
"860Z200US12143","ZCTA5 12143","5664","467",
"860Z200US12144","ZCTA5 12144","22111","843",
"860Z200US12147","ZCTA5 12147","466","157",
"860Z200US12148","ZCTA5 12148","4023","514",
"860Z200US12149","ZCTA5 12149","2038","286",
"860Z200US12150","ZCTA5 12150","710","376",
"860Z200US12151","ZCTA5 12151","967","251",
"860Z200US12153","ZCTA5 12153","669","285",
"860Z200US12154","ZCTA5 12154","2777","441",
"860Z200US12155","ZCTA5 12155","1685","315",
"860Z200US12156","ZCTA5 12156","808","288",
"860Z200US12157","ZCTA5 12157","4713","449",
"860Z200US12158","ZCTA5 12158","5878","695",
"860Z200US12159","ZCTA5 12159","8163","940",
"860Z200US12160","ZCTA5 12160","716","182",
"860Z200US12161","ZCTA5 12161","99","70",
"860Z200US12164","ZCTA5 12164","539","83",
"860Z200US12165","ZCTA5 12165","220","98",
"860Z200US12166","ZCTA5 12166","1635","255",
"860Z200US12167","ZCTA5 12167","2279","313",
"860Z200US12168","ZCTA5 12168","1752","228",
"860Z200US12169","ZCTA5 12169","417","176",
"860Z200US12170","ZCTA5 12170","5351","630",
"860Z200US12172","ZCTA5 12172","176","159",
"860Z200US12173","ZCTA5 12173","2099","405",
"860Z200US12174","ZCTA5 12174","427","323",
"860Z200US12175","ZCTA5 12175","612","193",
"860Z200US12176","ZCTA5 12176","393","219",
"860Z200US12177","ZCTA5 12177","387","198",
"860Z200US12180","ZCTA5 12180","53479","1475",
"860Z200US12182","ZCTA5 12182","14867","1092",
"860Z200US12183","ZCTA5 12183","2970","15",
"860Z200US12184","ZCTA5 12184","7787","460",
"860Z200US12185","ZCTA5 12185","1709","429",
"860Z200US12186","ZCTA5 12186","6512","466",
"860Z200US12187","ZCTA5 12187","752","261",
"860Z200US12188","ZCTA5 12188","10988","497",
"860Z200US12189","ZCTA5 12189","18656","1042",
"860Z200US12190","ZCTA5 12190","671","111",
"860Z200US12192","ZCTA5 12192","1077","301",
"860Z200US12193","ZCTA5 12193","1746","448",
"860Z200US12194","ZCTA5 12194","162","75",
"860Z200US12195","ZCTA5 12195","162","167",
"860Z200US12196","ZCTA5 12196","3880","657",
"860Z200US12197","ZCTA5 12197","2298","503",
"860Z200US12198","ZCTA5 12198","6796","627",
"860Z200US12202","ZCTA5 12202","10166","1139",
"860Z200US12203","ZCTA5 12203","30771","1800",
"860Z200US12204","ZCTA5 12204","7812","573",
"860Z200US12205","ZCTA5 12205","25838","1133",
"860Z200US12206","ZCTA5 12206","14572","1111",
"860Z200US12207","ZCTA5 12207","1988","419",
"860Z200US12208","ZCTA5 12208","23289","1279",
"860Z200US12209","ZCTA5 12209","10626","981",
"860Z200US12210","ZCTA5 12210","10297","1162",
"860Z200US12211","ZCTA5 12211","14383","1185",
"860Z200US12222","ZCTA5 12222","6889","105",
"860Z200US12226","ZCTA5 12226","0","14",
"860Z200US12302","ZCTA5 12302","28031","572",
"860Z200US12303","ZCTA5 12303","29360","1482",
"860Z200US12304","ZCTA5 12304","22403","1521",
"860Z200US12305","ZCTA5 12305","7356","739",
"860Z200US12306","ZCTA5 12306","27865","1293",
"860Z200US12307","ZCTA5 12307","7050","930",
"860Z200US12308","ZCTA5 12308","15511","1046",
"860Z200US12309","ZCTA5 12309","33246","1165",
"860Z200US12401","ZCTA5 12401","35136","754",
"860Z200US12404","ZCTA5 12404","3935","543",
"860Z200US12405","ZCTA5 12405","447","187",
"860Z200US12406","ZCTA5 12406","644","214",
"860Z200US12407","ZCTA5 12407","215","86",
"860Z200US12409","ZCTA5 12409","865","276",
"860Z200US12410","ZCTA5 12410","343","168",
"860Z200US12411","ZCTA5 12411","325","146",
"860Z200US12412","ZCTA5 12412","475","226",
"860Z200US12413","ZCTA5 12413","3368","514",
"860Z200US12414","ZCTA5 12414","10169","580",
"860Z200US12416","ZCTA5 12416","106","94",
"860Z200US12417","ZCTA5 12417","828","319",
"860Z200US12418","ZCTA5 12418","427","171",
"860Z200US12419","ZCTA5 12419","1081","403",
"860Z200US12420","ZCTA5 12420","381","350",
"860Z200US12421","ZCTA5 12421","261","129",
"860Z200US12422","ZCTA5 12422","399","222",
"860Z200US12423","ZCTA5 12423","970","293",
"860Z200US12424","ZCTA5 12424","239","82",
"860Z200US12427","ZCTA5 12427","935","334",
"860Z200US12428","ZCTA5 12428","6995","400",
"860Z200US12429","ZCTA5 12429","185","217",
"860Z200US12430","ZCTA5 12430","1253","277",
"860Z200US12431","ZCTA5 12431","1909","424",
"860Z200US12432","ZCTA5 12432","697","360",
"860Z200US12433","ZCTA5 12433","470","185",
"860Z200US12434","ZCTA5 12434","944","276",
"860Z200US12435","ZCTA5 12435","209","108",
"860Z200US12436","ZCTA5 12436","607","219",
"860Z200US12438","ZCTA5 12438","190","165",
"860Z200US12439","ZCTA5 12439","384","161",
"860Z200US12440","ZCTA5 12440","1826","420",
"860Z200US12441","ZCTA5 12441","106","92",
"860Z200US12442","ZCTA5 12442","537","167",
"860Z200US12443","ZCTA5 12443","3559","414",
"860Z200US12444","ZCTA5 12444","576","207",
"860Z200US12446","ZCTA5 12446","5414","669",
"860Z200US12448","ZCTA5 12448","207","134",
"860Z200US12449","ZCTA5 12449","3010","431",
"860Z200US12450","ZCTA5 12450","215","115",
"860Z200US12451","ZCTA5 12451","909","289",
"860Z200US12452","ZCTA5 12452","33","29",
"860Z200US12453","ZCTA5 12453","241","283",
"860Z200US12454","ZCTA5 12454","266","84",
"860Z200US12455","ZCTA5 12455","1689","256",
"860Z200US12456","ZCTA5 12456","390","148",
"860Z200US12457","ZCTA5 12457","1041","286",
"860Z200US12458","ZCTA5 12458","3074","457",
"860Z200US12459","ZCTA5 12459","30","35",
"860Z200US12460","ZCTA5 12460","152","74",
"860Z200US12461","ZCTA5 12461","1604","346",
"860Z200US12463","ZCTA5 12463","1373","374",
"860Z200US12464","ZCTA5 12464","1033","297",
"860Z200US12465","ZCTA5 12465","255","131",
"860Z200US12466","ZCTA5 12466","1981","431",
"860Z200US12468","ZCTA5 12468","1329","222",
"860Z200US12469","ZCTA5 12469","798","267",
"860Z200US12470","ZCTA5 12470","618","287",
"860Z200US12471","ZCTA5 12471","237","296",
"860Z200US12472","ZCTA5 12472","1146","317",
"860Z200US12473","ZCTA5 12473","831","235",
"860Z200US12474","ZCTA5 12474","857","183",
"860Z200US12475","ZCTA5 12475","557","294",
"860Z200US12477","ZCTA5 12477","19066","650",
"860Z200US12480","ZCTA5 12480","510","187",
"860Z200US12481","ZCTA5 12481","1247","452",
"860Z200US12482","ZCTA5 12482","619","388",
"860Z200US12483","ZCTA5 12483","45","44",
"860Z200US12484","ZCTA5 12484","3155","424",
"860Z200US12485","ZCTA5 12485","1021","297",
"860Z200US12486","ZCTA5 12486","1440","525",
"860Z200US12487","ZCTA5 12487","4035","608",
"860Z200US12489","ZCTA5 12489","93","104",
"860Z200US12490","ZCTA5 12490","0","14",
"860Z200US12491","ZCTA5 12491","1981","435",
"860Z200US12492","ZCTA5 12492","298","100",
"860Z200US12493","ZCTA5 12493","526","324",
"860Z200US12494","ZCTA5 12494","934","455",
"860Z200US12495","ZCTA5 12495","277","128",
"860Z200US12496","ZCTA5 12496","1164","240",
"860Z200US12498","ZCTA5 12498","4572","385",
"860Z200US12501","ZCTA5 12501","2476","443",
"860Z200US12502","ZCTA5 12502","984","227",
"860Z200US12503","ZCTA5 12503","732","148",
"860Z200US12504","ZCTA5 12504","961","171",
"860Z200US12507","ZCTA5 12507","227","149",
"860Z200US12508","ZCTA5 12508","19566","461",
"860Z200US12512","ZCTA5 12512","194","105",
"860Z200US12513","ZCTA5 12513","228","132",
"860Z200US12514","ZCTA5 12514","3107","468",
"860Z200US12515","ZCTA5 12515","1492","532",
"860Z200US12516","ZCTA5 12516","1925","331",
"860Z200US12517","ZCTA5 12517","187","137",
"860Z200US12518","ZCTA5 12518","6114","488",
"860Z200US12520","ZCTA5 12520","3081","50",
"860Z200US12521","ZCTA5 12521","2056","523",
"860Z200US12522","ZCTA5 12522","4959","825",
"860Z200US12523","ZCTA5 12523","1908","406",
"860Z200US12524","ZCTA5 12524","15026","591",
"860Z200US12525","ZCTA5 12525","2749","780",
"860Z200US12526","ZCTA5 12526","3548","408",
"860Z200US12527","ZCTA5 12527","40","56",
"860Z200US12528","ZCTA5 12528","13827","689",
"860Z200US12529","ZCTA5 12529","2410","279",
"860Z200US12530","ZCTA5 12530","270","330",
"860Z200US12531","ZCTA5 12531","2337","459",
"860Z200US12533","ZCTA5 12533","27325","961",
"860Z200US12534","ZCTA5 12534","17176","651",
"860Z200US12538","ZCTA5 12538","14391","858",
"860Z200US12540","ZCTA5 12540","8856","1045",
"860Z200US12542","ZCTA5 12542","5612","709",
"860Z200US12543","ZCTA5 12543","3190","84",
"860Z200US12544","ZCTA5 12544","127","154",
"860Z200US12545","ZCTA5 12545","4338","345",
"860Z200US12546","ZCTA5 12546","2706","182",
"860Z200US12547","ZCTA5 12547","3144","682",
"860Z200US12548","ZCTA5 12548","1064","445",
"860Z200US12549","ZCTA5 12549","10745","1010",
"860Z200US12550","ZCTA5 12550","55152","1111",
"860Z200US12553","ZCTA5 12553","27384","844",
"860Z200US12561","ZCTA5 12561","19830","759",
"860Z200US12563","ZCTA5 12563","7304","620",
"860Z200US12564","ZCTA5 12564","7734","475",
"860Z200US12565","ZCTA5 12565","1439","406",
"860Z200US12566","ZCTA5 12566","10269","840",
"860Z200US12567","ZCTA5 12567","2695","247",
"860Z200US12569","ZCTA5 12569","9837","605",
"860Z200US12570","ZCTA5 12570","6698","639",
"860Z200US12571","ZCTA5 12571","10108","447",
"860Z200US12572","ZCTA5 12572","8869","430",
"860Z200US12574","ZCTA5 12574","619","245",
"860Z200US12575","ZCTA5 12575","1600","395",
"860Z200US12577","ZCTA5 12577","1942","534",
"860Z200US12578","ZCTA5 12578","2249","405",
"860Z200US12580","ZCTA5 12580","4542","555",
"860Z200US12581","ZCTA5 12581","1914","346",
"860Z200US12582","ZCTA5 12582","5786","567",
"860Z200US12583","ZCTA5 12583","1994","303",
"860Z200US12585","ZCTA5 12585","1144","346",
"860Z200US12586","ZCTA5 12586","12971","764",
"860Z200US12589","ZCTA5 12589","18646","1581",
"860Z200US12590","ZCTA5 12590","35712","942",
"860Z200US12592","ZCTA5 12592","1226","375",
"860Z200US12594","ZCTA5 12594","4222","609",
"860Z200US12601","ZCTA5 12601","44164","1433",
"860Z200US12603","ZCTA5 12603","42304","1443",
"860Z200US12604","ZCTA5 12604","2316","248",
"860Z200US12701","ZCTA5 12701","12197","568",
"860Z200US12719","ZCTA5 12719","1339","313",
"860Z200US12720","ZCTA5 12720","447","345",
"860Z200US12721","ZCTA5 12721","7359","774",
"860Z200US12722","ZCTA5 12722","0","14",
"860Z200US12723","ZCTA5 12723","1923","867",
"860Z200US12724","ZCTA5 12724","60","62",
"860Z200US12725","ZCTA5 12725","403","101",
"860Z200US12726","ZCTA5 12726","1168","229",
"860Z200US12729","ZCTA5 12729","1203","296",
"860Z200US12732","ZCTA5 12732","776","244",
"860Z200US12733","ZCTA5 12733","1865","315",
"860Z200US12734","ZCTA5 12734","950","590",
"860Z200US12736","ZCTA5 12736","145","106",
"860Z200US12737","ZCTA5 12737","1513","305",
"860Z200US12738","ZCTA5 12738","423","268",
"860Z200US12740","ZCTA5 12740","1732","354",
"860Z200US12741","ZCTA5 12741","222","91",
"860Z200US12742","ZCTA5 12742","253","194",
"860Z200US12743","ZCTA5 12743","279","111",
"860Z200US12745","ZCTA5 12745","20","20",
"860Z200US12746","ZCTA5 12746","778","285",
"860Z200US12747","ZCTA5 12747","2234","583",
"860Z200US12748","ZCTA5 12748","1518","1029",
"860Z200US12749","ZCTA5 12749","419","361",
"860Z200US12750","ZCTA5 12750","33","35",
"860Z200US12751","ZCTA5 12751","1407","421",
"860Z200US12752","ZCTA5 12752","309","135",
"860Z200US12754","ZCTA5 12754","8296","636",
"860Z200US12758","ZCTA5 12758","4025","542",
"860Z200US12759","ZCTA5 12759","1619","450",
"860Z200US12760","ZCTA5 12760","367","176",
"860Z200US12762","ZCTA5 12762","394","235",
"860Z200US12763","ZCTA5 12763","890","308",
"860Z200US12764","ZCTA5 12764","1861","228",
"860Z200US12765","ZCTA5 12765","873","250",
"860Z200US12766","ZCTA5 12766","535","204",
"860Z200US12767","ZCTA5 12767","156","155",
"860Z200US12768","ZCTA5 12768","857","364",
"860Z200US12769","ZCTA5 12769","325","200",
"860Z200US12770","ZCTA5 12770","145","74",
"860Z200US12771","ZCTA5 12771","14049","714",
"860Z200US12775","ZCTA5 12775","2623","470",
"860Z200US12776","ZCTA5 12776","2073","360",
"860Z200US12777","ZCTA5 12777","695","137",
"860Z200US12778","ZCTA5 12778","707","364",
"860Z200US12779","ZCTA5 12779","2205","600",
"860Z200US12780","ZCTA5 12780","2346","345",
"860Z200US12781","ZCTA5 12781","177","140",
"860Z200US12783","ZCTA5 12783","1060","276",
"860Z200US12784","ZCTA5 12784","0","14",
"860Z200US12785","ZCTA5 12785","917","633",
"860Z200US12786","ZCTA5 12786","610","249",
"860Z200US12787","ZCTA5 12787","192","112",
"860Z200US12788","ZCTA5 12788","3037","505",
"860Z200US12789","ZCTA5 12789","2594","504",
"860Z200US12790","ZCTA5 12790","4537","597",
"860Z200US12791","ZCTA5 12791","763","407",
"860Z200US12792","ZCTA5 12792","163","80",
"860Z200US12801","ZCTA5 12801","14628","53",
"860Z200US12803","ZCTA5 12803","9712","534",
"860Z200US12804","ZCTA5 12804","28208","284",
"860Z200US12808","ZCTA5 12808","284","85",
"860Z200US12809","ZCTA5 12809","3669","165",
"860Z200US12810","ZCTA5 12810","471","111",
"860Z200US12811","ZCTA5 12811","181","113",
"860Z200US12812","ZCTA5 12812","265","138",
"860Z200US12814","ZCTA5 12814","1168","241",
"860Z200US12815","ZCTA5 12815","1140","180",
"860Z200US12816","ZCTA5 12816","4824","395",
"860Z200US12817","ZCTA5 12817","2168","239",
"860Z200US12819","ZCTA5 12819","350","69",
"860Z200US12820","ZCTA5 12820","10","14",
"860Z200US12821","ZCTA5 12821","2124","142",
